"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"MPST",979.925017069959,-1.09280351660767,0.29285441630539,-3.7315589445238,0.000190298469383471,0.00562044842504497
"TNFAIP6",281.136306232005,1.86459201249652,0.50062268113924,3.72454561637794,0.000195667330574617,0.0057504454374429
"CCDC71L",1387.21491115611,-1.22449965151899,0.329189477689364,-3.71974116582934,0.000199427045975756,0.00582811961501832
"RAMP3",26.2635453567688,4.04142534270843,1.08635844157007,3.72015827194891,0.00019909796898539,0.00582811961501832
"ZBTB20",90.7070948125043,1.80873548727225,0.486296142744756,3.71941154429762,0.000199687463179976,0.00582811961501832
"MXRA5",8895.4987010549,1.42485954479151,0.383205127100897,3.71826847821989,0.000200593018694021,0.00584447266859275
"ATF3",638.817233268536,-1.93561378124467,0.521897606443673,-3.70879988209637,0.000208243926461284,0.00602590288399422
"NEK11",191.501642170131,1.51640403798016,0.409835721770011,3.70002895655622,0.000215574867924993,0.00620620980311954
"VASH2",21.8726939386913,3.76373134141819,1.01970377356701,3.69100462210937,0.000223370078060094,0.00639798423248945
"GPRASP1",271.999041211613,1.03007953086378,0.279354176411807,3.68736041141301,0.000226592318417686,0.00647931548340302
"RP11-709B3.2",46.3623795698779,2.27043280351604,0.616076880559172,3.68530758929847,0.00022842659916876,0.0065097735197454
"LINC00478",121.893020850022,1.35681143193694,0.368493140744715,3.68205342762925,0.000231362907489067,0.00656032043211882
"DOK6",290.0858133587,1.1707038649954,0.31806261867575,3.68073390664272,0.000232563606567502,0.00658333901668006
"MT1M",60.9358209043725,-2.19124885597947,0.595832048355232,-3.67762838878559,0.000235412590706556,0.00663903669627169
"NPAS2",274.433523727972,-1.06034484462054,0.288338961476198,-3.67742478918537,0.000235600511086606,0.00663903669627169
"LMO3",67.8514256840935,-1.76045699769613,0.47892610685757,-3.67584262475732,0.000237065637203083,0.0066661912069332
"KLF5",215.06934633103,-2.35629715676013,0.641291654195584,-3.67429880202605,0.000238503495090323,0.00668441583590891
"C4orf46",891.482722538668,1.09457944168319,0.298313556654166,3.66922460366805,0.000243287264758158,0.00680721788070429
"PKIA",386.850706477774,1.21200318207984,0.33074109583526,3.66450736646144,0.000247815107817771,0.00692246558603834
"INSIG1",584.364578776678,1.30546621139956,0.356313091158258,3.66381770357051,0.00024848366607934,0.00692970592980406
"FGFR2",30.8829123769374,3.06662971123075,0.837523979989854,3.66154257609185,0.000250701186814933,0.00695716342689046
"HNMT",1778.92390888638,-1.04763118061828,0.287075475203124,-3.64932316101547,0.000262932168232311,0.007284641151942
"PRTG",58.8860631609571,2.09679553969088,0.574744019165222,3.64822507024316,0.000264058269297709,0.00730388624619547
"FRK",113.042826266938,1.58343146616272,0.434996553535779,3.64010117618663,0.000272530932298485,0.00752594391835033
"C9orf3",1048.94270248785,-1.03462725962345,0.284704915829458,-3.63403370331409,0.000279024389531954,0.00768020303414134
"SORBS1",58.0654594977496,-2.51896176452127,0.693687006510322,-3.6312656008842,0.000282034744841377,0.00774584322064973
"VWCE",318.388011614772,1.55437304030894,0.428231370525934,3.62975052107914,0.000283695278140157,0.00777086354103007
"LZTS1",112.595044863754,1.55383334787448,0.42847489507726,3.62642797915688,0.000287368921265013,0.00784609854705506
"PLB1",84.7258516139463,-1.66459713300812,0.459094626213639,-3.62582578397138,0.000288039504377121,0.00785174352672448
"RWDD4",189.869623848249,-1.18311184821931,0.326938126396979,-3.61876377422784,0.000296013686254402,0.00804320976069745
"EBF1",1363.52821253338,-1.22852797107031,0.340200808404995,-3.61118474947243,0.000304801429028443,0.00824229806804071
"WISP1",672.728050615684,1.23766805605817,0.34286908802415,3.60973939992806,0.000306504780849006,0.00826334621215967
"BTBD19",459.16517959969,1.05490326107232,0.292829113187519,3.60245349101199,0.000315227812878777,0.00847879334585996
"RP11-329A14.1",701.599846367955,-1.00314101425621,0.278805492402539,-3.59799588455693,0.00032067869188434,0.00858931787376284
"ITGA10",266.395208001704,-4.69303318837547,1.30607668532937,-3.59322943368517,0.000326604766242019,0.00873422667131897
"GFOD1",309.933303190353,-1.008771152576,0.281078906261545,-3.58892513847105,0.000332044164732969,0.00886568394416356
"CAMK2A",29.4838780821706,2.76514917457646,0.771127139186329,3.58585378993945,0.000335977169611613,0.00894248667796443
"RP11-448G15.3",105.198519942418,-1.37318889048481,0.38327913237319,-3.58273846525975,0.000340010985222948,0.00902148269256122
"CCL8",19.4197949708824,5.9996763912577,1.67605764902737,3.57963605532267,0.00034407307181483,0.00907753552011884
"CTB-92J24.3",14.3026354825805,-5.08847236181044,1.42135343886334,-3.58001903163489,0.000343569183564821,0.00907753552011884
"GPR150",36.406068400427,-3.44205820798695,0.961606397231091,-3.57948763433586,0.000344268537565944,0.00907753552011884
"TNFSF15",27.9084129807811,3.54938051001007,0.995539824646613,3.56528229422665,0.00036346476187187,0.00952435215010375
"OLFML2A",1470.65709414369,1.60542242009918,0.451376428763698,3.55672631044639,0.000375505004957075,0.00979437399678484
"MARCKSL1",1039.82893811284,1.05734628962935,0.297426601672781,3.55498225001613,0.000378004607024686,0.00984440305802137
"EPHB2",348.690613158706,1.67571737744945,0.471646077981617,3.55291277862542,0.000380990765415986,0.00989173570086166
"RFX2",266.37737425713,1.14808232289382,0.323268020459322,3.55148746622861,0.00038306023652224,0.00993023535045708
